ADDRESSBLOCK,ADDRESSROAD,ADDRESSSTREET,X,Y
432C,VISTA SPRING @ YISHUN,YISHUN AVENUE 1,1.4195,103.84597
432B,VISTA SPRING @ YISHUN,YISHUN AVENUE 1,1.4191,103.84646
431A,VISTA SPRING @ YISHUN,YISHUN AVENUE 1,1.41961,103.84729
230,HDB-HOUGANG,HOUGANG AVENUE 1,1.3589,103.88835
124,HDB-HOUGANG,HOUGANG AVENUE 1,1.35289,103.88666
232,HDB-HOUGANG,HOUGANG AVENUE 1,1.35855,103.88852
714,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD,1.33703,103.92328
711,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD,1.33597,103.92369
710,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD,1.33557,103.92382
709,BEDOK RESERVOIR GARDEN,BEDOK RESERVOIR ROAD,1.33542,103.92235
748A,BELVIA,BEDOK RESERVOIR CRESCENT,1.33642,103.92099
3,HAIG VIEW,HAIG ROAD,1.3117,103.89738
4,HAIG VIEW,HAIG ROAD,1.3121,103.89719
5,HAIG VIEW,HAIG ROAD,1.31259,103.89659
6,HAIG VIEW,HAIG ROAD,1.31318,103.89721
879B,TAMPINES GREENFOREST,TAMPINES AVENUE 8,1.35159,103.9288
879D,TAMPINES GREENFOREST,TAMPINES AVENUE 8,1.35145,103.9287
878B,TAMPINES GREENFOREST,TAMPINES AVENUE 8,1.35093,103.92919
473D,HOUGANG PARKEDGE,UPPER SERANGOON CRESCENT,1.37667,103.90195
473C,HOUGANG PARKEDGE,UPPER SERANGOON CRESCENT,1.37626,103.90139
547A,SEGAR VALE,SEGAR ROAD,1.38806,103.77001
110B,DEPOT HEIGHTS,DEPOT ROAD,1.28149,103.80873
441,CLEMENTI BUS INTERCHANGE,COMMONWEALTH AVENUE WEST,1.31501,103.7642
803A,KEAT HONG PRIDE,KEAT HONG CLOSE,1.37386,103.74297
803,KEAT HONG PRIDE,KEAT HONG CLOSE,1.37416,103.74276
113D,MCNAIR TOWERS,MCNAIR ROAD,1.32017,103.85986
113C,MCNAIR TOWERS,MCNAIR ROAD,1.32088,103.86033
316D,WATERWAY CASCADIA,PUNGGOL WAY,1.40879,103.89681
316C,WATERWAY CASCADIA,PUNGGOL WAY,1.40898,103.89702
247,GOMBAK VIEW,BUKIT BATOK EAST AVENUE 5,1.34993,103.75698
238,GOMBAK GARDENS,BUKIT BATOK EAST AVENUE 5,1.34983,103.75474
803B,KEAT HONG PRIDE,KEAT HONG CLOSE,1.37382,103.74337
447,,CLEMENTI AVENUE 3,1.31287,103.76482
446,HDB-CLEMENTI,CLEMENTI AVENUE 3,1.31251,103.76493
450,HDB-CLEMENTI,CLEMENTI AVENUE 3,1.31354,103.76548
231,GOMBAK GARDENS,BUKIT BATOK EAST AVENUE 5,1.34908,103.75452
164,HDB-BUKIT BATOK,BUKIT BATOK STREET 11,1.34772,103.74283
141,HDB-BUKIT BATOK,BUKIT BATOK STREET 11,1.35044,103.74321
159,,BUKIT BATOK STREET 11,1.34858,103.74271
161,HDB-BUKIT BATOK,BUKIT BATOK STREET 11,1.34847,103.74205
163,HDB-BUKIT BATOK,BUKIT BATOK STREET 11,1.34815,103.74266
760,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 5,1.39303,103.74727
447,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,1.38318,103.7716
244,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,1.38092,103.77182
234,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,1.37853,103.77179
158,,BUKIT BATOK STREET 11,1.34873,103.74319
150,,BUKIT BATOK STREET 11,1.34878,103.74367
698D,HDB-HOUGANG,HOUGANG STREET 52,1.37564,103.88874
538,HDB-HOUGANG,HOUGANG STREET 52,1.37782,103.89032
699A,HDB-HOUGANG,HOUGANG STREET 52,1.37697,103.88886
534,HDB-HOUGANG,HOUGANG STREET 52,1.37715,103.89048
311D,ANCHORVALE VISTA,ANCHORVALE LANE,1.39186,103.8847
30,KELANTAN COURT,KELANTAN ROAD,1.30547,103.85688
671,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40256,103.74802
201C,COMPASSVALE SOUTH GATE,COMPASSVALE DRIVE,1.38773,103.89351
205B,COMPASSVALE PLACE,COMPASSVALE LANE,1.38556,103.89674
221,HDB-JURONG EAST,JURONG EAST STREET 21,1.34084,103.73692
209,HDB-JURONG EAST,JURONG EAST STREET 21,1.33783,103.74009
242,HDB-JURONG EAST,JURONG EAST STREET 24,1.3419,103.7428
241,HDB-JURONG EAST,JURONG EAST STREET 24,1.34148,103.74297
359,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31349,103.76985
122,HDB-HOUGANG,HOUGANG AVENUE 1,1.35374,103.88616
166,HDB-HOUGANG,HOUGANG AVENUE 1,1.35118,103.8882
414,HDB-CLEMENTI,COMMONWEALTH AVENUE WEST,1.31158,103.77163
237,COMPASSVALE PLAINS,COMPASSVALE WALK,1.38987,103.89852
223A,COMPASSVALE VISTA,COMPASSVALE WALK,1.38813,103.89726
229,COMPASSVALE PLAINS,COMPASSVALE WALK,1.38866,103.90075
441,HDB-BUKIT PANJANG,FAJAR ROAD,1.38322,103.77084
436,HDB-BUKIT PANJANG,FAJAR ROAD,1.38226,103.77027
685A,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40378,103.74766
681,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40304,103.74559
151,,BUKIT BATOK STREET 11,1.34883,103.7442
143,HDB-BUKIT BATOK,BUKIT BATOK STREET 11,1.35038,103.74391
162,HDB-BUKIT BATOK,BUKIT BATOK STREET 11,1.34768,103.74189
164A,YUNG KUANG COURT,YUNG KUANG ROAD,1.33019,103.72187
165A,YUNG KUANG COURT,YUNG KUANG ROAD,1.33073,103.72191
128C,HDB-PUNGGOL,PUNGGOL FIELD WALK,1.39255,103.91256
171,HDB-HOUGANG,HOUGANG AVENUE 1,1.35114,103.88917
111,HDB-HOUGANG,HOUGANG AVENUE 1,1.35499,103.88856
275C,ASPELLA,COMPASSVALE LINK,1.38324,103.89396
268B,COMPASSVALE ARCADIA,COMPASSVALE LINK,1.38446,103.89625
536,HDB-HOUGANG,HOUGANG STREET 52,1.37717,103.88947
535,HDB-HOUGANG,HOUGANG STREET 52,1.37644,103.89013
698C,HDB-HOUGANG,HOUGANG STREET 52,1.37525,103.88819
219,HDB-BUKIT BATOK,BUKIT BATOK STREET 21,1.34721,103.755
337,HDB-BUKIT BATOK,BUKIT BATOK STREET 34,1.36348,103.74939
350,HDB-BUKIT BATOK,BUKIT BATOK STREET 34,1.36144,103.74915
339,HDB-BUKIT BATOK,BUKIT BATOK STREET 34,1.3632,103.7508
3,FARRER GARDENS,QUEEN'S ROAD,1.31833,103.8081
718,HDB-PASIR RIS,PASIR RIS STREET 72,1.38244,103.93637
232,HDB-JURONG EAST,JURONG EAST STREET 21,1.33983,103.74082
333,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31516,103.76749
367,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31294,103.77165
364,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31241,103.76875
335,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31699,103.76851
329,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31307,103.76734
103,SUNSET WAY RESIDENCE,CLEMENTI STREET 14,1.32259,103.76918
101,SUNSET WAY RESIDENCE,CLEMENTI STREET 14,1.32209,103.76893
102,SUNSET WAY RESIDENCE,CLEMENTI STREET 14,1.32229,103.7692
226,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38116,103.74529
215,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38289,103.74712
672A,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40189,103.74736
674,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40155,103.74699
670,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40298,103.74775
687C,HDB-CHOA CHU KANG,CHOA CHU KANG DRIVE,1.40369,103.7512
688B,HDB-CHOA CHU KANG,CHOA CHU KANG DRIVE,1.40344,103.75034
784,HDB-CHOA CHU KANG,CHOA CHU KANG DRIVE,1.39471,103.74727
101,KEBUN BARU HEIGHTS,ANG MO KIO AVENUE 3,1.37026,103.83947
229,KEBUN BARU PALM VIEW,ANG MO KIO AVENUE 3,1.36907,103.83822
121,,BUKIT MERAH VIEW,1.28308,103.8228
622D,PUNGGOL SPECTRA,PUNGGOL CENTRAL,1.40053,103.91054
269C,COMPASSVALE ARCADIA,COMPASSVALE LINK,1.38351,103.89637
267A,COMPASSVALE ARCADIA,COMPASSVALE LINK,1.38295,103.89786
986B,BUANGKOK COURT,BUANGKOK CRESCENT,1.38227,103.88013
979A,HDB-HOUGANG,BUANGKOK CRESCENT,1.37948,103.87898
981C,HDB-HOUGANG,BUANGKOK CRESCENT,1.38045,103.87958
980C,HDB-HOUGANG,BUANGKOK CRESCENT,1.38003,103.88097
979C,HDB-HOUGANG,BUANGKOK CRESCENT,1.37954,103.87995
986A,BUANGKOK COURT,BUANGKOK CRESCENT,1.38192,103.8798
661,ZHUJIAO CENTRE (TEKKA MARKET),BUFFALO ROAD,1.30671,103.85013
683,WATERWAY VIEW,EDGEDALE PLAINS,1.40415,103.91519
204C,HDB-SENGKANG,COMPASSVALE DRIVE,1.38757,103.89482
615,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,1.38515,103.76244
535,PANGSHAN GROVE,BUKIT PANJANG RING ROAD,1.38442,103.76333
620,HDB-BUKIT PANJANG,BUKIT PANJANG RING ROAD,1.38586,103.76174
541,PANGSHAN GROVE,BUKIT PANJANG RING ROAD,1.38245,103.76348
664,ZHUJIAO CENTRE (TEKKA MARKET),BUFFALO ROAD,1.30613,103.85111
121,,BUKIT MERAH LANE 1,1.28663,103.80492
122,HDB-BUKIT MERAH,BUKIT MERAH LANE 1,1.28646,103.8042
119,,BUKIT MERAH LANE 1,1.28594,103.80472
127,HDB-BUKIT MERAH,BUKIT MERAH LANE 1,1.28533,103.8034
227,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38118,103.74597
229,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38065,103.74637
230,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38038,103.74619
202A,COMPASSVALE SOUTH GATE,COMPASSVALE DRIVE,1.38836,103.89314
227C,COMPASSVALE COURT,COMPASSVALE DRIVE,1.3868,103.90113
204B,HDB-SENGKANG,COMPASSVALE DRIVE,1.38714,103.89445
227A,COMPASSVALE COURT,COMPASSVALE DRIVE,1.38704,103.90036
273B,ATRINA,COMPASSVALE LINK,1.38454,103.895
273C,ATRINA,COMPASSVALE LINK,1.38461,103.8945
273A,ATRINA,COMPASSVALE LINK,1.38407,103.89494
204,BEDOK TOWN CENTRE,BEDOK NORTH STREET 1,1.32636,103.93
331A,,CLEMENTI AVENUE 2,1.31456,103.76823
547A,,JURONG WEST STREET 42,1.35236,103.71469
407,HDB-BUKIT PANJANG,FAJAR ROAD,1.38145,103.76831
406,HDB-BUKIT PANJANG,FAJAR ROAD,1.38185,103.76758
73,TOA PAYOH VISTA,LORONG 4 TOA PAYOH,1.33432,103.85171
66,TOA PAYOH VISTA,LORONG 4 TOA PAYOH,1.33501,103.85178
68,,LORONG 5 TOA PAYOH,1.33481,103.85298
210,HDB-BISHAN,BISHAN STREET 23,1.35582,103.84881
211,HDB-BISHAN,BISHAN STREET 23,1.35615,103.84898
623,HDB-HOUGANG,HOUGANG AVENUE 8,1.37052,103.88232
683,HDB-HOUGANG,HOUGANG AVENUE 8,1.37332,103.88637
678,HDB-HOUGANG,HOUGANG AVENUE 8,1.37084,103.88424
622,HDB-HOUGANG,HOUGANG AVENUE 8,1.37006,103.88282
417,HDB-HOUGANG,HOUGANG AVENUE 8,1.37646,103.89486
217,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38336,103.74661
211,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38192,103.7479
221,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38223,103.74506
355,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38312,103.74377
350,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38353,103.74347
224,HDB-BUKIT BATOK,BUKIT BATOK STREET 21,1.34772,103.75257
209,HDB-BUKIT BATOK,BUKIT BATOK STREET 21,1.34549,103.74874
212,HDB-BUKIT BATOK,BUKIT BATOK STREET 21,1.34719,103.75222
46,EAST PAYOH SPRING,LORONG 5 TOA PAYOH,1.33647,103.85322
281,HDB-BISHAN,BISHAN STREET 24,1.35728,103.84463
285,HDB-BISHAN,BISHAN STREET 22,1.35884,103.84385
284,,BISHAN STREET 22,1.35887,103.84415
283,,BISHAN STREET 22,1.35892,103.84475
282,BISHAN NORTH SHOPPING MALL,BISHAN STREET 22,1.35779,103.84467
272,HDB-BISHAN,BISHAN STREET 24,1.35629,103.84282
273D,ATRINA,COMPASSVALE LINK,1.38414,103.89444
265,THE CORIS,COMPASSVALE LINK,1.38205,103.89537
276,ASPELLA,COMPASSVALE LINK,1.38261,103.89466
265B,THE CORIS,COMPASSVALE LINK,1.38214,103.89574
126,TOA PAYOH VIEW,LORONG 1 TOA PAYOH,1.33781,103.84513
125,TOA PAYOH VIEW,LORONG 1 TOA PAYOH,1.33833,103.84574
102,BISHAN VIEW,BISHAN STREET 12,1.34514,103.84799
101,BISHAN VIEW,BISHAN STREET 12,1.34486,103.8484
103,BISHAN VIEW,BISHAN STREET 12,1.34551,103.84831
2A,SRI GEYLANG SERAI,GEYLANG SERAI,1.317,103.89775
216,HDB-BISHAN,BISHAN STREET 23,1.35637,103.84922
217,HDB-BISHAN,BISHAN STREET 23,1.35674,103.84933
218,HDB-BISHAN,BISHAN STREET 23,1.35686,103.84972
219,HDB-BISHAN,BISHAN STREET 23,1.3574,103.84943
215,HDB-BISHAN,BISHAN STREET 23,1.3571,103.8488
607,HDB-CLEMENTI,CLEMENTI WEST STREET 1,1.30424,103.76785
609,HDB-CLEMENTI,CLEMENTI WEST STREET 1,1.30409,103.76552
603,HDB-CLEMENTI,CLEMENTI WEST STREET 1,1.30479,103.76733
605,HDB-CLEMENTI,CLEMENTI WEST STREET 1,1.30538,103.76802
435,HDB-YISHUN,YISHUN AVENUE 6,1.42133,103.84728
687D,HDB-CHOA CHU KANG,CHOA CHU KANG DRIVE,1.40369,103.75158
140,HDB-BUKIT BATOK,BUKIT BATOK STREET 11,1.35077,103.74386
521,HDB-HOUGANG,HOUGANG AVENUE 6,1.3734,103.89097
532,HDB-HOUGANG,HOUGANG AVENUE 6,1.37607,103.89113
426,HDB-HOUGANG,HOUGANG AVENUE 6,1.37356,103.89307
683C,WATERWAY VIEW,EDGEDALE PLAINS,1.40407,103.91465
23,SAINT GEORGE'S EAST GARDENS,SAINT GEORGE'S ROAD,1.32499,103.86305
20,SAINT GEORGE'S EAST GARDENS,SAINT GEORGE'S ROAD,1.32474,103.86286
21,SAINT GEORGE'S EAST GARDENS,SAINT GEORGE'S ROAD,1.32479,103.86219
19,SAINT GEORGE'S EAST GARDENS,SAINT GEORGE'S ROAD,1.32445,103.86261
58,TOA PAYOH VISTA,LORONG 4 TOA PAYOH,1.33675,103.85052
116,TOA PAYOH VIEW,LORONG 2 TOA PAYOH,1.34047,103.84614
122,TOA PAYOH VIEW,LORONG 2 TOA PAYOH,1.33981,103.84628
117,TOA PAYOH VIEW,LORONG 1 TOA PAYOH,1.34002,103.84541
118,TOA PAYOH VIEW,LORONG 1 TOA PAYOH,1.33956,103.84489
671A,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.4021,103.7479
684D,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40468,103.7468
674A,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40164,103.74654
686D,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40409,103.74815
245,HDB-JURONG EAST,JURONG EAST STREET 24,1.34168,103.74178
244,HDB-JURONG EAST,JURONG EAST STREET 24,1.34263,103.74213
243,HDB-JURONG EAST,JURONG EAST STREET 24,1.34204,103.74351
458,HDB-CLEMENTI HEIGHTS,CLEMENTI AVENUE 3,1.31157,103.76687
433,HDB-CLEMENTI,CLEMENTI AVENUE 3,1.31402,103.76183
461,HDB-CLEMENTI HEIGHTS,CLEMENTI AVENUE 3,1.3111,103.7664
207,ANG MO KIO 22,ANG MO KIO AVENUE 1,1.36582,103.84285
259,THE CLOVER @ KEBUN BARU,ANG MO KIO AVENUE 2,1.36858,103.83156
233,KEBUN BARU PALM VIEW,ANG MO KIO AVENUE 3,1.36755,103.83674
123,TOA PAYOH VIEW,LORONG 1 TOA PAYOH,1.33865,103.8457
124,TOA PAYOH VIEW,LORONG 1 TOA PAYOH,1.33865,103.84463
128,TOA PAYOH VIEW,LORONG 1 TOA PAYOH,1.33782,103.84421
72,TOA PAYOH VISTA,LORONG 5 TOA PAYOH,1.33388,103.85207
71,TOA PAYOH VISTA,LORONG 4 TOA PAYOH,1.33417,103.8522
69,TOA PAYOH VISTA,LORONG 4 TOA PAYOH,1.33418,103.85271
70,TOA PAYOH VISTA,LORONG 4 TOA PAYOH,1.33445,103.85233
267C,PUNGGOL SAPPHIRE,PUNGGOL FIELD,1.40429,103.89832
196A,HDB-PUNGGOL,PUNGGOL FIELD,1.3992,103.90674
350,,ANCHORVALE ROAD,1.39285,103.88646
350A,,ANCHORVALE ROAD,1.3929,103.88689
165,YUNG KUANG COURT,YUNG KUANG ROAD,1.33093,103.72143
166,YUNG KUANG COURT,YUNG KUANG ROAD,1.33122,103.72143
130,CLARENCE VILLE,CLARENCE LANE,1.29272,103.81484
132,CLARENCE VILLE,CLARENCE LANE,1.29226,103.81488
87,COMMONWEALTH HEIGHTS,COMMONWEALTH CLOSE,1.30466,103.79931
83A,COMMONWEALTH HEIGHTS,COMMONWEALTH CLOSE,1.30483,103.80114
119,TOA PAYOH VIEW,LORONG 1 TOA PAYOH,1.33911,103.84469
120,TOA PAYOH VIEW,LORONG 2 TOA PAYOH,1.33914,103.84556
289,BISHAN HEIGHTS,BISHAN STREET 24,1.35666,103.84493
293,BISHAN HEIGHTS,BISHAN STREET 22,1.35628,103.84589
292,BISHAN HEIGHTS,BISHAN STREET 22,1.35602,103.84567
290,BISHAN HEIGHTS,BISHAN STREET 24,1.35614,103.8449
207,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.3811,103.74769
63,PING-AN GARDENS,CHAI CHEE ROAD,1.32607,103.92145
19,PING YI GARDENS,CHAI CHEE ROAD,1.32723,103.92222
2,PING YI GARDENS,CHAI CHEE ROAD,1.32681,103.92278
144,HDB-PASIR RIS,PASIR RIS STREET 11,1.36241,103.96054
145,HDB-PASIR RIS,PASIR RIS STREET 11,1.36322,103.96083
146,HDB-PASIR RIS,PASIR RIS STREET 11,1.36304,103.96016
138,HDB-PASIR RIS,PASIR RIS STREET 11,1.36333,103.95973
139,HDB-PASIR RIS,PASIR RIS STREET 11,1.36352,103.95959
217,ANG MO KIO GROVE,ANG MO KIO AVENUE 1,1.36553,103.84181
645,ANG MO KIO 61,ANG MO KIO AVENUE 6,1.37928,103.84223
640,YIO CHU KANG HEIGHTS,ANG MO KIO AVENUE 6,1.38004,103.84361
621,YIO CHU KANG HEIGHTS,ANG MO KIO AVENUE 9,1.38303,103.84067
622,HDB-ANG MO KIO,ANG MO KIO AVENUE 9,1.38206,103.83974
429,HDB-HOUGANG,HOUGANG AVENUE 6,1.37543,103.89374
522,HDB-HOUGANG,HOUGANG AVENUE 6,1.37342,103.89186
531,HDB-HOUGANG,HOUGANG AVENUE 6,1.37576,103.89029
520,HDB-HOUGANG,HOUGANG AVENUE 6,1.3731,103.89006
527,HDB-HOUGANG,HOUGANG AVENUE 6,1.37476,103.89063
271,HDB-BISHAN,BISHAN STREET 24,1.35662,103.84232
270,HDB-BISHAN,BISHAN STREET 24,1.35696,103.84217
269,HDB-BISHAN,BISHAN STREET 24,1.35689,103.84267
268,HDB-BISHAN,BISHAN STREET 24,1.35761,103.84215
267,HDB-BISHAN,BISHAN STREET 24,1.35764,103.84281
266,HDB-BISHAN,BISHAN STREET 24,1.35793,103.84209
265,HDB-BISHAN,BISHAN STREET 24,1.35831,103.84209
264,HDB-BISHAN,BISHAN STREET 24,1.35866,103.84205
541,CHENG SAN GREEN,ANG MO KIO AVENUE 10,1.37392,103.85562
754,HDB-CHOA CHU KANG,CHOA CHU KANG NORTH 5,1.3923,103.7466
3,HDB-GEYLANG,JOO CHIAT ROAD,1.31589,103.89916
4,HDB-GEYLANG,JOO CHIAT ROAD,1.31541,103.89894
1,HAIG VIEW,HAIG ROAD,1.31129,103.8977
115,HDB-GEYLANG EAST,ALJUNIED AVENUE 2,1.32132,103.88728
116,HDB-GEYLANG EAST,ALJUNIED AVENUE 2,1.32125,103.8867
96,HDB-GEYLANG EAST,ALJUNIED CRESCENT,1.32166,103.88542
38A,THE RIVER VISTA @ KALLANG,BENDEMEER ROAD,1.32006,103.86694
39A,THE RIVER VISTA @ KALLANG,BENDEMEER ROAD,1.32018,103.86637
699,HDB-HOUGANG,HOUGANG STREET 52,1.37592,103.88919
699B,HDB-HOUGANG,HOUGANG STREET 52,1.3767,103.88828
433,HDB-YISHUN,YISHUN AVENUE 6,1.42091,103.84729
459,DEW SPRING @ YISHUN,YISHUN AVENUE 11,1.42104,103.84633
458,DEW SPRING @ YISHUN,YISHUN AVENUE 11,1.42067,103.84614
457,DEW SRPING @ YISHUN,YISHUN STREET 41,1.4204,103.84554
456,DEW SPRING @ YISHUN,YISHUN STREET 41,1.42037,103.8444
103,,YISHUN RING ROAD,1.43137,103.82889
467,CRAWFORD COURT,NORTH BRIDGE ROAD,1.30522,103.86291
465,,NORTH BRIDGE ROAD,1.30522,103.8631
468,CRAWFORD COURT,NORTH BRIDGE ROAD,1.30539,103.86322
308A,ANCHORVALE PLACE,ANCHORVALE ROAD,1.38989,103.88592
684D,WATERWAY VIEW,EDGEDALE PLAINS,1.40365,103.91409
684C,WATERWAY VIEW,EDGEDALE PLAINS,1.40349,103.91477
128B,HDB-PUNGGOL,PUNGGOL FIELD WALK,1.39299,103.91288
19,HDB-QUEENSTOWN,QUEEN'S CLOSE,1.29238,103.8002
133,CLARENCE VILLE,CLARENCE LANE,1.29232,103.81461
131,CLARENCE VILLE,CLARENCE LANE,1.29234,103.81517
101,HDB-HOUGANG,HOUGANG AVENUE 1,1.35494,103.89136
670,HDB-HOUGANG,HOUGANG AVENUE 8,1.37303,103.88477
418,HDB-HOUGANG,HOUGANG AVENUE 8,1.37598,103.89543
617,HDB-HOUGANG,HOUGANG AVENUE 8,1.36953,103.88362
327,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.31398,103.76653
340,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.31873,103.77007
346,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.31712,103.76996
341,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.31917,103.76905
325,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.3151,103.76682
321,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.31655,103.76633
339,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.31966,103.76914
344,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.31812,103.76909
347,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.31718,103.77079
381,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.31856,103.76803
89,HDB-BEDOK,BEDOK NORTH STREET 4,1.33233,103.93805
88,HDB-BEDOK,BEDOK NORTH STREET 4,1.33313,103.93911
70,SIGLAP LUCKY VALLEY,BEDOK SOUTH ROAD,1.31997,103.94282
71,SIGLAP LUCKY VALLEY,BEDOK SOUTH ROAD,1.32042,103.94273
164,SIGLAP EAST,BEDOK SOUTH ROAD,1.32012,103.94657
218,HDB-JURONG EAST,JURONG EAST STREET 21,1.34033,103.73793
203,JURONG EAST VIEW,JURONG EAST STREET 21,1.33683,103.74254
213,HDB-JURONG EAST,JURONG EAST STREET 21,1.33903,103.73977
240,HDB-JURONG EAST,JURONG EAST STREET 21,1.34107,103.74157
212,HDB-JURONG EAST,JURONG EAST STREET 21,1.33909,103.74039
310A,ANCHORVALE VISTA,ANCHORVALE ROAD,1.39091,103.88502
118,HDB-HOUGANG,HOUGANG AVENUE 1,1.35346,103.88749
207C,COMPASSVALE CREST,COMPASSVALE LANE,1.38464,103.89795
275A,ASPELLA,COMPASSVALE LINK,1.38291,103.89445
229,HDB-BISHAN,BISHAN STREET 23,1.35761,103.84596
230,HDB-BISHAN,BISHAN STREET 23,1.35795,103.84549
231,HDB-BISHAN,BISHAN STREET 23,1.35729,103.84585
288,BISHAN HEIGHTS,BISHAN STREET 24,1.35692,103.84516
503,HILLGROVE GARDENS,BUKIT BATOK STREET 52,1.35144,103.7537
4,BUKIT HO SWEE VIEW,JALAN BUKIT HO SWEE,1.28742,103.83124
220,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38193,103.74558
237,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.37945,103.74829
238,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.37915,103.74821
225,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38109,103.74489
352,HDB-CHOA CHU KANG,CHOA CHU KANG CENTRAL,1.38284,103.74316
226D,THE VERANDAH @ MATILDA,SUMANG LANE,1.40308,103.89363
682,HDB-CHOA CHU KANG,CHOA CHU KANG CRESCENT,1.40251,103.74529
228C,COMPASSVALE COURT,COMPASSVALE WALK,1.38773,103.90063
228B,COMPASSVALE COURT,COMPASSVALE WALK,1.38796,103.90137
228A,COMPASSVALE COURT,COMPASSVALE WALK,1.38746,103.90137
345,HDB-CLEMENTI,CLEMENTI AVENUE 5,1.3177,103.76908
608,HDB-CLEMENTI,CLEMENTI WEST STREET 1,1.30434,103.76653
610,HDB-CLEMENTI,CLEMENTI WEST STREET 1,1.30455,103.76877
601,HDB-CLEMENTI,CLEMENTI WEST STREET 1,1.30477,103.76525
602,HDB-CLEMENTI,CLEMENTI WEST STREET 1,1.30512,103.7663
347,HDB-BUKIT BATOK,BUKIT BATOK STREET 34,1.36227,103.75119
348,HDB-BUKIT BATOK,BUKIT BATOK STREET 34,1.36214,103.75062
352,HDB-BUKIT BATOK,BUKIT BATOK STREET 34,1.3616,103.74946
341,HDB-BUKIT BATOK,BUKIT BATOK STREET 34,1.3628,103.74916
506,HILLGROVE GARDENS,BUKIT BATOK STREET 52,1.35225,103.75466
219,HDB-JURONG EAST,JURONG EAST STREET 21,1.34078,103.73802
226,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.34873,103.75317
625,HDB-BUKIT BATOK,BUKIT BATOK CENTRAL,1.35138,103.74859
164,HDB-BUKIT MERAH,BUKIT MERAH CENTRAL,1.28341,103.81676
117,MERAH HEIGHTS,BUKIT MERAH CENTRAL,1.28365,103.81541
115,MERAH HEIGHTS,BUKIT MERAH CENTRAL,1.28413,103.81454
338,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31629,103.76953
366,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31255,103.77168
356,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31396,103.76983
336,HDB-CLEMENTI,CLEMENTI AVENUE 2,1.31668,103.76923
46,THE BEO CRESCENT,JALAN BUKIT HO SWEE,1.2883,103.82614
